Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Peat,Lithosols: Stony mineral soils often overlying bedrock,305.0,2000,2,3,-1.0760689086403779,2.9597654340138297,-22.579279,54.542557
Peat,Peat soils,287.4,1431,1,1,-2.6125488475037715,1.2613092527795349,-52.972855,39.972637
Fine loamy,Surface-water Gley: Poorly drained mineral soil,56.9,840,2,0,0.03947675053365085,-1.2181172481791116,1.910019,-74.75807
Peat,Peat soils,81.6,1239,1,1,-2.1868092545085362,-0.7693704884319712,-57.73809,-5.801745
Peat,Peat soils,152.1,1638,1,1,-2.5488026212041612,0.5470570144263553,-67.758804,25.392582
Peat,Peat soils,91.5,862,2,0,-0.02543236200968746,-0.8958613739267223,15.614433,-64.48089
Loamy,Podzols: Well drained acid mineral soil,261.2,2585,2,3,-1.3914287660577584,3.6935322951939686,-28.619644,55.719532
Fine loamy,Surface-water Gley: Poorly drained mineral soil,66.6,1110,2,0,-0.14985650350014268,-0.6362669375708964,-18.013256,-38.408348
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,178.1,1660,2,0,-0.6698021764200521,1.2947641739011875,-20.589548,35.755432
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,166.4,1187,2,0,-0.34586486110967796,0.3184762794258811,-6.1582313,15.880462
Peat,Peat soils,52.8,1271,1,1,-2.165416081508469,-0.9438775191757587,-67.71443,-7.3254294
Fine loamy,Luvisol: Well drained mineral soils,105.4,1011,3,2,1.7888978057683236,-0.009922915579724245,77.61249,9.452821
Fine loamy,Luvisol: Well drained mineral soils,59.7,1026,3,2,1.846052046626526,-0.3534839050647265,49.215546,-14.939575
Peat,Lithosols: Stony mineral soils often overlying bedrock,50.0,1326,3,2,1.6656519403638486,0.1265481208379977,20.255127,23.618675
Fine loamy,Groundwater Gley: Poorly drained mineral soil,203.0,1235,3,2,1.5007569623739334,1.2007898876018501,40.70846,69.12256
Peat,Peat soils,143.2,1368,1,1,-2.360640204214204,-0.02828992180114298,-58.932728,13.640165
Peat,Lithosols: Stony mineral soils often overlying bedrock,249.8,2345,2,3,-1.2190671338477315,3.153750858053622,-28.15867,54.12477
Peat,Peat soils,108.0,1556,1,1,-2.4310705176814253,0.03579648134917113,-70.95034,14.0725155
Fine loamy,Luvisol: Well drained mineral soils,70.9,887,3,2,1.9198233755237082,-0.5213869177259551,72.98895,-29.980312
Peat,Peat soils,253.5,1761,1,3,-2.776990783732313,1.6005027476924667,-64.98936,43.157017
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,92.6,1076,3,2,1.7654686222955496,0.007114939720404889,63.25716,10.099204
Fine loamy,Surface-water Gley: Poorly drained mineral soil,52.1,844,2,0,0.04390715272441437,-1.2496856885931602,0.014418883,-74.67641
Fine loamy,Surface-water Gley: Poorly drained mineral soil,276.5,1453,3,2,1.251779515033503,2.204410828758953,26.69966,71.83975
Fine loamy,Brown Earth: Well drained mineral soils,103.2,1049,3,2,1.7674687169524423,0.042984960640700454,69.304214,12.554737
Fine loamy,Luvisol: Well drained mineral soils,52.6,894,3,2,1.9420656877750213,-0.657110946411911,59.942516,-37.720116
Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.5,1206,2,0,-0.2192987621277842,-0.4175904286029529,-19.436247,-20.430193
Peat,Peat soils,212.3,1625,2,0,-0.697152534411825,1.5075801273121248,-15.812614,40.995205
Fine loamy,Brown Earth: Well drained mineral soils,91.0,1131,3,2,1.732134270389703,0.09657052167493907,51.860073,14.4139385
Fine loamy,Brown Podzolic: Well drained acid mineral soil,45.0,1265,3,2,1.7125376279897297,-0.02773800856282871,24.361366,15.44139
Fine loamy,Surface-water Gley: Poorly drained mineral soil,168.0,1214,2,0,-0.3657202206850787,0.38178271781151696,-7.143585,16.530603
Peat,Peat soils,19.1,923,1,1,-1.8903626247505878,-1.8661392756753963,-69.70626,-44.88579
Clayey,Surface-water Gley: Poorly drained mineral soil,88.2,1068,2,0,-0.15422559292504223,-0.5389197909291905,-2.5937886,-36.658337
Peat,Peat soils,86.1,1239,1,1,-2.193395212880117,-0.7327890075404391,-56.698837,-4.9555187
Peat,Peat soils,92.5,983,1,1,-2.036706224606429,-1.1576775881908457,-46.42327,-55.60879
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,115.1,1111,3,2,1.7098359048054075,0.25522564554277194,62.603004,27.316645
Coarse loamy,Brown Earth: Well drained mineral soils,22.5,1074,3,2,1.8693605282978538,-0.5664691433250316,25.349535,-16.618397
Fine loamy,Surface-water Gley: Poorly drained mineral soil,201.0,1340,2,0,-0.4957477810193982,0.8847787959290299,-8.649943,24.905064
Peat,Peat soils,294.4,1661,1,3,-2.771984325792057,1.7466926161503085,-59.535038,45.793697
Fine loamy,Luvisol: Well drained mineral soils,50.9,874,3,2,1.957526816854454,-0.7081896463221952,60.460327,-44.499737
Coarse loamy,Brown Earth: Well drained mineral soils,106.4,899,2,0,-0.0712394376195098,-0.7058068217860387,20.068491,-56.464905
Peat,Peat soils,40.3,878,1,1,-1.8922003305993766,-1.7776326706267382,-68.47677,-48.29913
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,10.0,1592,2,0,-0.3796715013555483,-0.19843806764122007,-40.121914,13.584851
Peat,Peat soils,93.0,894,1,1,-1.9797077011511326,-1.3194156598160092,-45.416027,-66.09712
Loamy,Brown Podzolic: Well drained acid mineral soil,22.2,1154,2,0,-0.1134158683620301,-0.9152343511279051,-35.807697,-31.986013
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,176.5,1248,3,2,1.5311084242161872,1.0095839803189253,43.938446,63.106495
Fine loamy,Surface-water Gley: Poorly drained mineral soil,273.6,1364,2,0,-0.6175689631810997,1.519670856200594,-8.378794,56.88701
Sandy,Brown Earth: Well drained mineral soils,142.3,1344,3,2,1.5188908261060563,0.9104080664293348,39.133537,51.280323
Peat,Peat soils,81.0,1189,1,1,-2.1534983758224597,-0.8673955925956613,-55.89373,-10.385107
Fine loamy,Brown Earth: Well drained mineral soils,68.9,1030,3,2,1.8299928005501496,-0.2712432938162309,55.18046,-12.205047
Coarse loamy,Brown Earth: Well drained mineral soils,5.0,1071,3,2,1.8969185536859703,-0.7143193123059012,19.879084,-19.818794
Fine loamy,Surface-water Gley: Poorly drained mineral soil,197.8,1510,2,0,-0.6013357859149293,1.1754670478918814,-13.46433,36.81774
Peat,Peat soils,63.9,1044,2,0,-0.10309369728497142,-0.7811706229649769,-11.34005,-47.724987
All,River alluvium,59.8,787,0,1,-3.793034936005274,-2.284004063460152,-95.662766,-33.41417
Peat,Peat soils,71.9,857,1,1,-1.9248266384515764,-1.559871363407248,-51.70598,-72.81462
Fine loamy,Luvisol: Well drained mineral soils,58.6,873,3,2,1.9469061653255908,-0.6474576193753591,63.759815,-43.26932
Peat,Peat soils,84.2,914,1,1,-1.97980159403021,-1.353693748652633,-47.39993,-65.899734
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",98.3,1545,3,2,1.4529072048862046,0.9271757204700832,23.73082,43.573658
Fine loamy,Surface-water Gley: Poorly drained mineral soil,149.6,1241,2,0,-0.3563046541645658,0.2825047966792327,-9.475012,12.467038
Peat,Peat soils,298.9,1405,2,0,-0.6811915404330535,1.801721081160848,-9.602338,58.2336
Loamy,Podzols: Well drained acid mineral soil,259.0,1814,2,0,-0.8880959452598756,2.239312434155885,-18.875881,50.02194
All,River alluvium,24.9,900,0,1,-3.8152551870091354,-2.3572002549842983,-106.20222,-32.433704
Fine loamy,Surface-water Gley: Poorly drained mineral soil,60.6,858,2,0,0.02238583888075496,-1.1545060152521613,2.001957,-72.39134
Peat,Lithosols: Stony mineral soils often overlying bedrock,19.0,1287,2,0,-0.19500363758919415,-0.6934753034648865,-38.142166,-3.7012403
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,114.0,2015,2,0,-0.8062613896953641,1.4350290726311363,-31.09314,36.134518
Peat,Lithosols: Stony mineral soils often overlying bedrock,35.0,1233,2,0,-0.18339300749046972,-0.664007195098955,-33.119358,-23.248314
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,148.7,1517,3,2,1.397306811630295,1.284725665363477,29.611109,54.335278
Peat,Peat soils,183.2,1593,2,0,-0.6338063763642232,1.2114054372515328,-16.989367,37.280464
Fine loamy,Surface-water Gley: Poorly drained mineral soil,69.0,1211,3,2,1.7124398876500893,0.06676384361027088,38.95672,14.673314
Clayey,Surface-water Gley: Poorly drained mineral soil,132.7,984,3,2,1.766456677135129,0.16170504553803422,90.69728,23.070602
Fine loamy,Surface-water Gley: Poorly drained mineral soil,20.0,870,2,0,0.07402195863869121,-1.462196847462783,-9.527159,-76.94095
Peat,Lithosols: Stony mineral soils often overlying bedrock,263.3,1123,2,0,-0.44616857688828393,0.9869686073661694,-1.9633999,61.330944
Fine loamy,Brown Earth: Well drained mineral soils,54.6,1052,2,0,-0.09467195679488416,-0.8418687384003054,-16.587946,-50.4968
Fine loamy,Surface-water Gley: Poorly drained mineral soil,104.4,1065,2,0,-0.17598907800854047,-0.4128153141223643,1.0825086,-30.728094
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,139.0,1171,3,2,1.635937847036951,0.5612910432204699,56.937557,45.5715
Fine loamy,Brown Earth: Well drained mineral soils,101.0,986,2,0,-0.11976927414518013,-0.5876278211778918,8.811915,-41.80168
Peat,Peat soils,247.5,1102,1,1,-2.340745848999373,0.32404242271303985,-51.91635,34.580204
Fine loamy,Luvisol: Well drained mineral soils,119.7,1058,3,2,1.7374823077607378,0.19388362045105212,73.20382,26.182838
Peat,Peat soils,270.0,1353,1,1,-2.536488050391336,0.974550645529026,-52.40327,38.541573
Peat,Peat soils,342.0,2218,2,3,-1.2716269158557667,3.6666699190507273,-24.998022,58.08235
Peat,Peat soils,104.0,1841,1,1,-2.6100830126104784,0.5342207777010568,-77.982574,21.321178
Clayey,Surface-water Gley: Poorly drained mineral soil,211.0,1460,2,0,-0.588221846235033,1.189625151795556,-11.495458,36.254078
Coarse loamy,Brown Earth: Well drained mineral soils,65.4,1124,3,2,1.77414164091892,-0.12457811878094016,43.258957,-0.18118998
Peat,Peat soils,78.0,828,1,1,-1.9149432753869746,-1.564308726313611,-49.040546,-73.70522
Peat,Lithosols: Stony mineral soils often overlying bedrock,260.3,2019,2,3,-1.0229728341592272,2.6317854683749755,-23.069578,52.278336
Coarse loamy,Brown Earth: Well drained mineral soils,125.6,1057,3,2,1.729496039580508,0.23998305504127537,74.10972,28.491735
Peat,Peat soils,41.9,910,2,0,0.016024093841107145,-1.2096489150881382,-6.0515614,-72.63837
Fine loamy,Surface-water Gley: Poorly drained mineral soil,75.0,1091,3,2,1.7814972119889934,-0.10801502464191914,54.521534,2.0539172
Fine loamy,Surface-water Gley: Poorly drained mineral soil,127.0,1126,2,0,-0.24863318059882555,-0.1154549483457682,-0.5225848,-20.666746
Fine loamy,Surface-water Gley: Poorly drained mineral soil,54.5,1106,2,0,-0.1295529731398597,-0.7420822809494904,-23.424059,-39.592987
All,River alluvium,41.4,1194,0,1,-4.030108276349075,-1.675360426918477,-106.89022,-17.90783
Fine loamy,Luvisol: Well drained mineral soils,21.5,1157,3,2,1.8169857081033385,-0.4199733894931944,19.676464,-5.591703
Peat,Peat soils,55.8,887,2,0,0.01059986561991888,-1.1395006689771336,-1.4346489,-71.307625
Fine loamy,Luvisol: Well drained mineral soils,80.6,826,3,2,1.9451949324690938,-0.5561735428811101,88.15101,-35.016582
Fine loamy,Luvisol: Well drained mineral soils,94.5,1049,3,2,1.7802015698041647,-0.027739235749594915,65.39355,9.859546
Peat,Peat soils,131.1,1582,1,1,-2.481743467791869,0.27201815474900837,-69.07971,18.279617
All,River alluvium,31.4,869,0,1,-3.8046599324303236,-2.3621118336354288,-104.96288,-33.35645
Fine loamy,Luvisol: Well drained mineral soils,109.6,942,3,2,1.8275081075345962,-0.10432385134281164,91.04289,3.8088796
Fine loamy,Brown Earth: Well drained mineral soils,62.8,1007,3,2,1.8538394984248754,-0.36367940722314673,52.99276,-16.445284
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,203.3,1436,2,0,-0.5613848192545707,1.0823193381596439,-11.43741,35.21664
Clayey,Surface-water Gley: Poorly drained mineral soil,48.2,1127,2,0,-0.1339543867989903,-0.7541743733788111,-25.15886,-37.956734
Fine loamy,Brown Earth: Well drained mineral soils,7.481392,1723,3,2,1.4703638498159028,0.520496820996853,11.583008,42.955013
Fine loamy,Luvisol: Well drained mineral soils,79.4,815,3,2,1.9540863932335517,-0.5864210705953788,88.523605,-35.664993
Peat,Peat soils,82.6,1228,1,1,-2.1811375956146284,-0.7817337365992687,-56.887184,-6.4150324
Fine loamy,Surface-water Gley: Poorly drained mineral soil,181.8,1317,3,2,1.4785944325543552,1.181212486853025,40.51474,61.479008
Peat,Peat soils,50.5,892,1,1,-1.9162096731611884,-1.6686333267267162,-65.8246,-50.78041
Fine loamy,Brown Earth: Well drained mineral soils,137.0,1086,3,2,1.6940006161819818,0.3866817325258185,71.60158,35.146267
Peat,Peat soils,90.0,1531,1,1,-2.388510308743504,-0.15710322890603357,-72.07243,11.402714
Peat,Peat soils,74.5,933,1,1,-1.977929640216908,-1.3971510851351265,-51.31523,-65.0553
Fine loamy,Luvisol: Well drained mineral soils,201.0,1594,2,0,-0.6605061556076501,1.357968468690045,-15.659478,39.23222
Peat,Peat soils,85.6,1095,1,1,-2.0992571171265055,-1.0051186278574664,-52.677986,-17.200825
Peat,Peat soils,292.8,1728,1,3,-2.8131025379146712,1.8585036157155992,-60.907948,46.8215
Peat,Peat soils,133.0,1531,2,0,-0.5201197407435134,0.6878157038726438,-20.435013,27.483038
Peat,Peat soils,43.5,883,1,1,-1.9001269538650427,-1.7423044157660557,-67.73261,-49.073814
Fine loamy,Groundwater Gley: Poorly drained mineral soil,101.3,908,2,0,-0.06961324662762802,-0.730499270255041,18.60252,-57.049175
Coarse loamy,Brown Earth: Well drained mineral soils,104.0,1154,3,2,1.698189103011888,0.24509823911553763,54.664345,24.920061
Fine loamy,Surface-water Gley: Poorly drained mineral soil,81.6,1268,2,0,-0.27429719092618754,-0.21998233605749395,-19.432833,-9.665227
Fine loamy,Luvisol: Well drained mineral soils,60.3,1074,3,2,1.8140384779765775,-0.25918470383616243,45.398315,-7.204276
Coarse loamy,Brown Earth: Well drained mineral soils,89.5,862,3,2,1.9088177897061085,-0.4167572500633656,89.050964,-28.209282
Fine loamy,Surface-water Gley: Poorly drained mineral soil,174.9,1299,3,2,1.5003686923825965,1.0915877564032077,42.09402,60.409935
Fine loamy,Luvisol: Well drained mineral soils,58.1,955,3,2,1.894448226996742,-0.4987602080231367,53.31212,-27.578718
Peat,Peat soils,7.0,1442,1,1,-2.209305668837768,-0.9976310015185144,-83.37961,-3.4066556
Peat,Peat soils,257.0,1838,2,0,-0.9007365730838202,2.267764833425606,-19.197735,49.922432
Fine loamy,Luvisol: Well drained mineral soils,0.7,702,3,2,2.142565504462202,-1.4367040411330199,53.19067,-56.865406
Peat,Peat soils,48.8,917,1,1,-1.9299380198946352,-1.6358792105966629,-65.03156,-48.877464
Coarse loamy,Brown Earth: Well drained mineral soils,124.9,1022,3,2,1.7532234476261044,0.16908930109344156,77.57807,28.509115
Peat,Peat soils,313.1,1124,1,1,-2.4510248969913766,0.8983040542182055,-50.800922,40.285072
Fine loamy,Luvisol: Well drained mineral soils,110.9,984,3,2,1.7983619865796747,-0.015511906336498793,82.77177,9.531409
Fine loamy,Surface-water Gley: Poorly drained mineral soil,95.5,1130,2,0,-0.20512609207001775,-0.36407350871624045,-6.4045553,-27.063803
Loamy,Brown Podzolic: Well drained acid mineral soil,32.0,1532,2,0,-0.37295021897721403,-0.13137236022529075,-37.933777,12.204007
Fine loamy,Brown Earth: Well drained mineral soils,32.987026,989,2,0,-0.02217510242350773,-1.134931257610151,-14.034095,-70.867775
Fine loamy,Surface-water Gley: Poorly drained mineral soil,50.5,985,2,0,-0.045211530734934335,-1.0000162804282036,-10.343445,-65.161995
Fine loamy,Brown Earth: Well drained mineral soils,30.9,1068,3,2,1.860958669445954,-0.5093614211328836,29.243753,-16.114904
Loamy,Brown Podzolic: Well drained acid mineral soil,154.0,1611,2,0,-0.602746614589341,1.0075653987715039,-20.716105,32.369022
Coarse loamy,Brown Earth: Well drained mineral soils,29.8,1052,3,2,1.8729470506702528,-0.5481107843873779,29.075687,-17.072577
Fine loamy,Surface-water Gley: Poorly drained mineral soil,156.8,1467,3,2,1.4178848374646487,1.257424757590082,31.308813,55.378323
Fine loamy,Brown Earth: Well drained mineral soils,44.3,1105,3,2,1.817346913293325,-0.33150069595604403,33.22772,-6.8220863
Fine loamy,Surface-water Gley: Poorly drained mineral soil,149.9,1079,2,0,-0.2516616051296392,-0.0168545756732128,0.50216115,9.156419
Peat,Peat soils,172.6,1717,1,1,-2.6300490668795273,0.8608791488697047,-68.58003,29.11651
Loamy,Brown Podzolic: Well drained acid mineral soil,53.2,1094,3,2,1.8114565563793468,-0.2796431221137631,41.560623,-8.022606
Fine loamy,Groundwater Gley: Poorly drained mineral soil,75.0,823,2,0,0.024013697723936467,-1.1026485777639654,10.580425,-74.118546
Peat,Peat soils,10.3,1257,1,1,-2.0941341933017568,-1.3154506036972222,-78.53004,-13.120102
Fine loamy,Luvisol: Well drained mineral soils,68.7,924,3,2,1.8990429417258916,-0.47034199297309354,65.91813,-24.939798
Coarse loamy,Brown Earth: Well drained mineral soils,102.0,1231,2,0,-0.2801532998756522,-0.12307549364904813,-12.869783,-3.7802207
Loamy,Podzols: Well drained acid mineral soil,74.6,1549,3,2,1.4849986322376063,0.7419650603116001,20.173813,42.62665
Coarse loamy,Brown Earth: Well drained mineral soils,121.0,985,3,2,1.7829315138831747,0.06845614668761413,85.96688,15.018953
Fine loamy,Surface-water Gley: Poorly drained mineral soil,105.8,1392,2,0,-0.3901482337421771,0.20775072093700797,-21.409657,8.738735
Peat,Peat soils,96.6,1390,3,2,1.5559367614042756,0.6245985724387872,34.685993,39.429462
Peat,Peat soils,62.6,1293,2,0,-0.2627061865866698,-0.327863690910442,-28.221935,-13.548781
Peat,Peat soils,460.0,1634,1,3,-2.9968339083784934,3.042591423334487,-57.111977,59.856487
Fine loamy,Brown Earth: Well drained mineral soils,113.2,1110,3,2,1.7132652978025824,0.2379171799210067,62.301327,26.829151
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,6.0,1764,2,0,-0.48538597924337124,0.08947271287604064,-36.739716,28.997272
Peat,Peat soils,309.0,2165,1,3,-3.1202742309463223,2.804306738250168,-66.567635,57.172115
Fine loamy,Luvisol: Well drained mineral soils,76.1,913,2,0,-0.035975154837097456,-0.9260408059098053,6.6489744,-59.134926
Coarse loamy,Brown Earth: Well drained mineral soils,33.4,1021,3,2,1.887786589532972,-0.5765970951686069,36.684277,-28.577654
Fine loamy,Brown Earth: Well drained mineral soils,105.3,1062,3,2,1.7559627544775402,0.08427468746840172,67.040474,16.338284
Fine loamy,Surface-water Gley: Poorly drained mineral soil,101.7,1182,2,0,-0.24793014009907832,-0.2167988809524064,-7.173507,-21.196999
Coarse loamy,Brown Earth: Well drained mineral soils,23.8,1244,3,2,1.757186565030742,-0.2391994104706482,15.910067,7.263573
Peat,Lithosols: Stony mineral soils often overlying bedrock,242.0,1340,2,0,-0.5557531795160209,1.2180767329407667,-4.9218254,53.51011
Fine loamy,Luvisol: Well drained mineral soils,91.8,827,3,2,1.928154558837318,-0.4632633500835116,91.45202,-31.327797
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,61.0,1231,3,2,1.7111751577271752,0.03898912915436403,32.48489,18.021318
All,River alluvium,2.0,1045,0,1,-3.875794954248592,-2.2732313838356744,-114.850296,-19.6096
Fine loamy,Surface-water Gley: Poorly drained mineral soil,124.0,1101,3,2,1.7032968928733654,0.3089461708526162,64.581314,30.330446
